iteration,dna,fitness,training_log.win_rate,training_log.total,training_log.net_profit_percentage,testing_log.win_rate,testing_log.total,testing_log.net_profit_percentage,parameters.entry_stop_atr_rate,parameters.stop_loss_atr_rate,parameters.take_profit_atr_rate,parameters.entry_atr_period,parameters.stop_atr_period,parameters.take_profit_atr_period,parameters.stop_dc_period,parameters.astro_signal_trend_period,parameters.astro_signal_shift_hour,parameters.enable_astro_signal,parameters.enable_astro_exit,parameters.ma_period_slow,parameters.ma_period_fast,parameters.ma_source_slow,parameters.ma_source_fast,parameters.vwap_filter,parameters.ma_type_slow,parameters.ma_type_fast
27400,",j=jo@e>P[)uMADAbe",0.6748393865162312,47,107,98.43,35,17,-4.12,0.0949367088607595,3.5063291139240507,5,42,45,19,41,2,12,1,0,17,8,2,2,0,19,20
27400,"N,FDS85DWT(maiS0v>",0.6679599969163653,29,94,120.77,10,20,-18.09,0.7318987341772152,1.1518987341772151,6,19,29,14,17,2,14,1,0,15,12,5,3,0,26,7
27400,S@k;5q4;fgOueA(9_m,0.6557779222719876,36,36,227.83,22,9,4.87,0.8255696202531646,1.9113924050632911,13,14,12,47,16,2,18,1,0,17,13,2,0,0,18,23
27400,AqWZYo=/QfbSEXcOoB,0.6521900078654652,46,132,84.45,31,19,1.8,0.48835443037974685,3.7721518987341773,9,32,33,45,21,1,12,1,1,9,6,4,4,0,23,9
27400,H]/8ktd8+R_mQBrV+>,0.6517860313876263,72,99,67.13,33,12,-11.99,0.619493670886076,3.0126582278481013,2,12,43,48,40,2,1,1,1,15,9,2,6,1,1,7
27500,0ivaB[m1)rc<7stvBB,1.8682983213296902,38,189,137.08,34,35,-10.55,0.16987341772151898,3.4683544303797467,15,37,20,34,45,1,0,1,1,4,3,6,6,1,9,9
27500,-6[St-P3QSwMED4bs:,1.4783614439214343,51,74,200.63,20,15,-17.15,0.11367088607594937,1.5316455696202531,10,28,48,8,30,2,12,1,1,8,6,2,1,1,25,6
27500,"NNX,`W_=DP,o,D+pD*",1.456729265244066,54,33,186.94,20,5,-7.97,0.7318987341772152,2.443037974683544,10,4,37,32,38,2,8,1,0,15,1,2,0,1,9,1
27500,"4.KJY_QG/YPL,8NW/d",1.3435842601966748,49,59,137.37,40,5,2.96,0.24481012658227844,1.2278481012658227,7,23,33,36,31,3,2,1,1,8,1,1,3,1,2,20
27500,ErWf(vO90YuA7[a//3,1.244149655081534,42,91,87.04,41,17,-1.6,0.5632911392405063,3.810126582278481,9,40,5,49,30,2,2,1,1,5,3,4,4,0,2,4
27500,3U[YHcqHCaPP5ND_NJ,1.2010710749246496,50,51,130.1,50,4,0.27,0.2260759493670886,2.708860759493671,10,32,23,39,47,3,8,1,1,9,3,3,2,1,13,11
27500,Va[A=cM3<Uv[4=Hi.B,1.0971572629264286,50,52,114.26,22,9,-2.35,0.8817721518987341,3.1645569620253164,10,17,17,39,29,2,6,1,1,11,3,2,2,1,2,9
27500,SAC^8RS_HfFY30/r=f,1.0941761539327737,65,26,86.29,100,2,7.99,0.8255696202531646,1.9493670886075949,6,35,14,29,32,4,9,1,0,11,2,1,1,1,7,20
27500,"QCW,dd0J7Qlc_PO\Ns",1.081760067251086,72,25,86.06,100,1,10.66,0.7881012658227848,2.0253164556962027,9,4,39,39,14,3,4,1,1,13,12,3,3,1,13,25
27500,C\Z5A*NR.d-^:5L;45,1.0079511531772725,54,46,78.09,66,6,-0.43,0.5258227848101266,2.9746835443037973,10,10,19,6,29,3,2,1,0,12,4,1,3,0,4,4
27500,1HKV3pS@)o/lC_.]jh,0.980614291528911,59,81,117.88,46,15,-4.77,0.18860759493670887,2.2151898734177218,7,30,11,46,32,2,0,1,0,15,6,4,0,1,22,21
27500,"H]e,4?(BHksl8_*WRS",0.962498801567814,57,42,123.04,25,8,0.04,0.619493670886076,3.0126582278481013,12,4,12,18,10,2,9,1,1,15,3,4,0,1,14,14
27500,PlW\d4K3?]lT:]-R7),0.9381918264202304,48,58,79.65,33,9,-4.26,0.769367088607595,3.5822784810126582,9,34,39,12,28,2,7,1,1,9,4,4,0,1,5,0
27500,D[`f/w[1/YvL+LX*NK,0.8918040747392765,43,151,135.32,25,24,-9.61,0.5445569620253164,2.9367088607594938,11,40,9,50,36,1,2,1,1,8,1,3,4,0,13,12
27500,)ZuoqXGOF_*l5`:WW6,0.8890756276004999,47,57,103.21,28,7,-4.9,0.038734177215189874,2.8987341772151898,15,45,47,32,26,3,9,1,0,15,3,4,1,1,15,5
27500,6lssCNrYYY2ZHg;HH2,0.8435933055664766,58,46,86.67,50,4,-1.26,0.28227848101265823,3.5822784810126582,14,48,20,27,47,3,14,1,0,11,7,5,1,0,11,3
27500,QnWW\0_Y3dB9.p)=r9,0.7963436336526543,62,56,53.19,50,6,-1.53,0.7881012658227848,3.6582278481012658,9,31,35,10,38,3,3,1,0,4,1,5,0,0,24,6
27500,"G`DK/jsW*k/M2q_4,e",0.7959153595701041,50,51,95.56,20,5,2.72,0.6007594936708861,3.1265822784810124,6,23,9,43,48,3,1,1,0,8,2,6,4,0,1,20
27500,FfU8Gn1AO^h\;fpaWe,0.7696278940948275,51,64,112.61,18,11,-4.95,0.5820253164556962,3.3544303797468356,9,12,23,45,15,2,11,1,1,11,4,5,5,1,15,20
27500,"PuSF5Ve2PiTL519Vs,",0.7691596788921221,51,68,81.61,37,8,1.19,0.769367088607595,3.9240506329113924,9,20,12,31,41,2,12,1,1,8,3,1,1,1,25,1
27500,B3q/f-?5?cLMFXP-j<,0.7479269868791678,22,44,219.93,6,15,-26.4,0.5070886075949367,1.4177215189873418,14,6,40,8,22,2,7,1,0,8,6,4,3,0,22,7
27500,FvuvIJ0GCkG@1bw+Td,0.7342253390262735,50,64,57.34,44,9,-0.6,0.5820253164556962,3.962025316455696,15,49,24,24,14,3,8,1,0,5,2,4,6,0,14,20
27500,"6<Jc56F8(lasB9,fjH",0.7141850926132755,44,49,138.68,28,7,-2.49,0.28227848101265823,1.759493670886076,7,38,12,13,25,2,0,1,1,16,6,1,0,1,22,11
27500,BhAnG:t:Eomc_kW[l),0.7115445868940415,65,49,103.79,28,7,-8.67,0.5070886075949367,3.430379746835443,5,45,23,15,48,2,8,1,1,13,12,5,4,1,22,0
27500,BS=5X.1TN`1UTV?avT,0.6859886565642813,57,42,81.4,50,4,7.28,0.5070886075949367,2.632911392405063,5,10,32,8,15,3,11,1,0,10,9,3,2,1,26,14
27500,",j=jo@e>P[)uMADAbe",0.6748393865162312,47,107,98.43,35,17,-4.12,0.0949367088607595,3.5063291139240507,5,42,45,19,41,2,12,1,0,17,8,2,2,0,19,20
27500,"N,FDS85DWT(maiS0v>",0.6679599969163653,29,94,120.77,10,20,-18.09,0.7318987341772152,1.1518987341772151,6,19,29,14,17,2,14,1,0,15,12,5,3,0,26,7
27500,S@k;5q4;fgOueA(9_m,0.6557779222719876,36,36,227.83,22,9,4.87,0.8255696202531646,1.9113924050632911,13,14,12,47,16,2,18,1,0,17,13,2,0,0,18,23
27500,AqWZYo=/QfbSEXcOoB,0.6521900078654652,46,132,84.45,31,19,1.8,0.48835443037974685,3.7721518987341773,9,32,33,45,21,1,12,1,1,9,6,4,4,0,23,9
27500,H]/8ktd8+R_mQBrV+>,0.6517860313876263,72,99,67.13,33,12,-11.99,0.619493670886076,3.0126582278481013,2,12,43,48,40,2,1,1,1,15,9,2,6,1,1,7
27600,0ivaB[m1)rc<7stvBB,1.8682983213296902,38,189,137.08,34,35,-10.55,0.16987341772151898,3.4683544303797467,15,37,20,34,45,1,0,1,1,4,3,6,6,1,9,9
27600,-6[St-P3QSwMED4bs:,1.4783614439214343,51,74,200.63,20,15,-17.15,0.11367088607594937,1.5316455696202531,10,28,48,8,30,2,12,1,1,8,6,2,1,1,25,6
27600,"NNX,`W_=DP,o,D+pD*",1.456729265244066,54,33,186.94,20,5,-7.97,0.7318987341772152,2.443037974683544,10,4,37,32,38,2,8,1,0,15,1,2,0,1,9,1
27600,"4.KJY_QG/YPL,8NW/d",1.3435842601966748,49,59,137.37,40,5,2.96,0.24481012658227844,1.2278481012658227,7,23,33,36,31,3,2,1,1,8,1,1,3,1,2,20
27600,ErWf(vO90YuA7[a//3,1.244149655081534,42,91,87.04,41,17,-1.6,0.5632911392405063,3.810126582278481,9,40,5,49,30,2,2,1,1,5,3,4,4,0,2,4
27600,3U[YHcqHCaPP5ND_NJ,1.2010710749246496,50,51,130.1,50,4,0.27,0.2260759493670886,2.708860759493671,10,32,23,39,47,3,8,1,1,9,3,3,2,1,13,11
27600,Va[A=cM3<Uv[4=Hi.B,1.0971572629264286,50,52,114.26,22,9,-2.35,0.8817721518987341,3.1645569620253164,10,17,17,39,29,2,6,1,1,11,3,2,2,1,2,9
27600,SAC^8RS_HfFY30/r=f,1.0941761539327737,65,26,86.29,100,2,7.99,0.8255696202531646,1.9493670886075949,6,35,14,29,32,4,9,1,0,11,2,1,1,1,7,20
27600,"QCW,dd0J7Qlc_PO\Ns",1.081760067251086,72,25,86.06,100,1,10.66,0.7881012658227848,2.0253164556962027,9,4,39,39,14,3,4,1,1,13,12,3,3,1,13,25
27600,C\Z5A*NR.d-^:5L;45,1.0079511531772725,54,46,78.09,66,6,-0.43,0.5258227848101266,2.9746835443037973,10,10,19,6,29,3,2,1,0,12,4,1,3,0,4,4
27600,1HKV3pS@)o/lC_.]jh,0.980614291528911,59,81,117.88,46,15,-4.77,0.18860759493670887,2.2151898734177218,7,30,11,46,32,2,0,1,0,15,6,4,0,1,22,21
27600,"H]e,4?(BHksl8_*WRS",0.962498801567814,57,42,123.04,25,8,0.04,0.619493670886076,3.0126582278481013,12,4,12,18,10,2,9,1,1,15,3,4,0,1,14,14
27600,PlW\d4K3?]lT:]-R7),0.9381918264202304,48,58,79.65,33,9,-4.26,0.769367088607595,3.5822784810126582,9,34,39,12,28,2,7,1,1,9,4,4,0,1,5,0
27600,D[`f/w[1/YvL+LX*NK,0.8918040747392765,43,151,135.32,25,24,-9.61,0.5445569620253164,2.9367088607594938,11,40,9,50,36,1,2,1,1,8,1,3,4,0,13,12
27600,)ZuoqXGOF_*l5`:WW6,0.8890756276004999,47,57,103.21,28,7,-4.9,0.038734177215189874,2.8987341772151898,15,45,47,32,26,3,9,1,0,15,3,4,1,1,15,5
27600,6lssCNrYYY2ZHg;HH2,0.8435933055664766,58,46,86.67,50,4,-1.26,0.28227848101265823,3.5822784810126582,14,48,20,27,47,3,14,1,0,11,7,5,1,0,11,3
27600,QnWW\0_Y3dB9.p)=r9,0.7963436336526543,62,56,53.19,50,6,-1.53,0.7881012658227848,3.6582278481012658,9,31,35,10,38,3,3,1,0,4,1,5,0,0,24,6
27600,"G`DK/jsW*k/M2q_4,e",0.7959153595701041,50,51,95.56,20,5,2.72,0.6007594936708861,3.1265822784810124,6,23,9,43,48,3,1,1,0,8,2,6,4,0,1,20
27600,FfU8Gn1AO^h\;fpaWe,0.7696278940948275,51,64,112.61,18,11,-4.95,0.5820253164556962,3.3544303797468356,9,12,23,45,15,2,11,1,1,11,4,5,5,1,15,20
27600,"PuSF5Ve2PiTL519Vs,",0.7691596788921221,51,68,81.61,37,8,1.19,0.769367088607595,3.9240506329113924,9,20,12,31,41,2,12,1,1,8,3,1,1,1,25,1
27600,B3q/f-?5?cLMFXP-j<,0.7479269868791678,22,44,219.93,6,15,-26.4,0.5070886075949367,1.4177215189873418,14,6,40,8,22,2,7,1,0,8,6,4,3,0,22,7
27600,FvuvIJ0GCkG@1bw+Td,0.7342253390262735,50,64,57.34,44,9,-0.6,0.5820253164556962,3.962025316455696,15,49,24,24,14,3,8,1,0,5,2,4,6,0,14,20
27600,"6<Jc56F8(lasB9,fjH",0.7141850926132755,44,49,138.68,28,7,-2.49,0.28227848101265823,1.759493670886076,7,38,12,13,25,2,0,1,1,16,6,1,0,1,22,11
27600,BhAnG:t:Eomc_kW[l),0.7115445868940415,65,49,103.79,28,7,-8.67,0.5070886075949367,3.430379746835443,5,45,23,15,48,2,8,1,1,13,12,5,4,1,22,0
27600,BS=5X.1TN`1UTV?avT,0.6859886565642813,57,42,81.4,50,4,7.28,0.5070886075949367,2.632911392405063,5,10,32,8,15,3,11,1,0,10,9,3,2,1,26,14
27600,",j=jo@e>P[)uMADAbe",0.6748393865162312,47,107,98.43,35,17,-4.12,0.0949367088607595,3.5063291139240507,5,42,45,19,41,2,12,1,0,17,8,2,2,0,19,20
27600,"N,FDS85DWT(maiS0v>",0.6679599969163653,29,94,120.77,10,20,-18.09,0.7318987341772152,1.1518987341772151,6,19,29,14,17,2,14,1,0,15,12,5,3,0,26,7
27600,S@k;5q4;fgOueA(9_m,0.6557779222719876,36,36,227.83,22,9,4.87,0.8255696202531646,1.9113924050632911,13,14,12,47,16,2,18,1,0,17,13,2,0,0,18,23
27600,AqWZYo=/QfbSEXcOoB,0.6521900078654652,46,132,84.45,31,19,1.8,0.48835443037974685,3.7721518987341773,9,32,33,45,21,1,12,1,1,9,6,4,4,0,23,9
27600,H]/8ktd8+R_mQBrV+>,0.6517860313876263,72,99,67.13,33,12,-11.99,0.619493670886076,3.0126582278481013,2,12,43,48,40,2,1,1,1,15,9,2,6,1,1,7
27700,0ivaB[m1)rc<7stvBB,1.8682983213296902,38,189,137.08,34,35,-10.55,0.16987341772151898,3.4683544303797467,15,37,20,34,45,1,0,1,1,4,3,6,6,1,9,9
27700,-6[St-P3QSwMED4bs:,1.4783614439214343,51,74,200.63,20,15,-17.15,0.11367088607594937,1.5316455696202531,10,28,48,8,30,2,12,1,1,8,6,2,1,1,25,6
27700,"NNX,`W_=DP,o,D+pD*",1.456729265244066,54,33,186.94,20,5,-7.97,0.7318987341772152,2.443037974683544,10,4,37,32,38,2,8,1,0,15,1,2,0,1,9,1
27700,"4.KJY_QG/YPL,8NW/d",1.3435842601966748,49,59,137.37,40,5,2.96,0.24481012658227844,1.2278481012658227,7,23,33,36,31,3,2,1,1,8,1,1,3,1,2,20
27700,ErWf(vO90YuA7[a//3,1.244149655081534,42,91,87.04,41,17,-1.6,0.5632911392405063,3.810126582278481,9,40,5,49,30,2,2,1,1,5,3,4,4,0,2,4
27700,3U[YHcqHCaPP5ND_NJ,1.2010710749246496,50,51,130.1,50,4,0.27,0.2260759493670886,2.708860759493671,10,32,23,39,47,3,8,1,1,9,3,3,2,1,13,11
27700,Va[A=cM3<Uv[4=Hi.B,1.0971572629264286,50,52,114.26,22,9,-2.35,0.8817721518987341,3.1645569620253164,10,17,17,39,29,2,6,1,1,11,3,2,2,1,2,9
27700,SAC^8RS_HfFY30/r=f,1.0941761539327737,65,26,86.29,100,2,7.99,0.8255696202531646,1.9493670886075949,6,35,14,29,32,4,9,1,0,11,2,1,1,1,7,20
27700,"QCW,dd0J7Qlc_PO\Ns",1.081760067251086,72,25,86.06,100,1,10.66,0.7881012658227848,2.0253164556962027,9,4,39,39,14,3,4,1,1,13,12,3,3,1,13,25
27700,C\Z5A*NR.d-^:5L;45,1.0079511531772725,54,46,78.09,66,6,-0.43,0.5258227848101266,2.9746835443037973,10,10,19,6,29,3,2,1,0,12,4,1,3,0,4,4
27700,1HKV3pS@)o/lC_.]jh,0.980614291528911,59,81,117.88,46,15,-4.77,0.18860759493670887,2.2151898734177218,7,30,11,46,32,2,0,1,0,15,6,4,0,1,22,21
27700,"H]e,4?(BHksl8_*WRS",0.962498801567814,57,42,123.04,25,8,0.04,0.619493670886076,3.0126582278481013,12,4,12,18,10,2,9,1,1,15,3,4,0,1,14,14
27700,PlW\d4K3?]lT:]-R7),0.9381918264202304,48,58,79.65,33,9,-4.26,0.769367088607595,3.5822784810126582,9,34,39,12,28,2,7,1,1,9,4,4,0,1,5,0
27700,D[`f/w[1/YvL+LX*NK,0.8918040747392765,43,151,135.32,25,24,-9.61,0.5445569620253164,2.9367088607594938,11,40,9,50,36,1,2,1,1,8,1,3,4,0,13,12
27700,)ZuoqXGOF_*l5`:WW6,0.8890756276004999,47,57,103.21,28,7,-4.9,0.038734177215189874,2.8987341772151898,15,45,47,32,26,3,9,1,0,15,3,4,1,1,15,5
27700,6lssCNrYYY2ZHg;HH2,0.8435933055664766,58,46,86.67,50,4,-1.26,0.28227848101265823,3.5822784810126582,14,48,20,27,47,3,14,1,0,11,7,5,1,0,11,3
27700,QnWW\0_Y3dB9.p)=r9,0.7963436336526543,62,56,53.19,50,6,-1.53,0.7881012658227848,3.6582278481012658,9,31,35,10,38,3,3,1,0,4,1,5,0,0,24,6
27700,"G`DK/jsW*k/M2q_4,e",0.7959153595701041,50,51,95.56,20,5,2.72,0.6007594936708861,3.1265822784810124,6,23,9,43,48,3,1,1,0,8,2,6,4,0,1,20
27700,FfU8Gn1AO^h\;fpaWe,0.7696278940948275,51,64,112.61,18,11,-4.95,0.5820253164556962,3.3544303797468356,9,12,23,45,15,2,11,1,1,11,4,5,5,1,15,20
27700,"PuSF5Ve2PiTL519Vs,",0.7691596788921221,51,68,81.61,37,8,1.19,0.769367088607595,3.9240506329113924,9,20,12,31,41,2,12,1,1,8,3,1,1,1,25,1
27700,B3q/f-?5?cLMFXP-j<,0.7479269868791678,22,44,219.93,6,15,-26.4,0.5070886075949367,1.4177215189873418,14,6,40,8,22,2,7,1,0,8,6,4,3,0,22,7
27700,FvuvIJ0GCkG@1bw+Td,0.7342253390262735,50,64,57.34,44,9,-0.6,0.5820253164556962,3.962025316455696,15,49,24,24,14,3,8,1,0,5,2,4,6,0,14,20
27700,"6<Jc56F8(lasB9,fjH",0.7141850926132755,44,49,138.68,28,7,-2.49,0.28227848101265823,1.759493670886076,7,38,12,13,25,2,0,1,1,16,6,1,0,1,22,11
27700,BhAnG:t:Eomc_kW[l),0.7115445868940415,65,49,103.79,28,7,-8.67,0.5070886075949367,3.430379746835443,5,45,23,15,48,2,8,1,1,13,12,5,4,1,22,0
27700,BS=5X.1TN`1UTV?avT,0.6859886565642813,57,42,81.4,50,4,7.28,0.5070886075949367,2.632911392405063,5,10,32,8,15,3,11,1,0,10,9,3,2,1,26,14
27700,",j=jo@e>P[)uMADAbe",0.6748393865162312,47,107,98.43,35,17,-4.12,0.0949367088607595,3.5063291139240507,5,42,45,19,41,2,12,1,0,17,8,2,2,0,19,20
27700,"N,FDS85DWT(maiS0v>",0.6679599969163653,29,94,120.77,10,20,-18.09,0.7318987341772152,1.1518987341772151,6,19,29,14,17,2,14,1,0,15,12,5,3,0,26,7
27700,S@k;5q4;fgOueA(9_m,0.6557779222719876,36,36,227.83,22,9,4.87,0.8255696202531646,1.9113924050632911,13,14,12,47,16,2,18,1,0,17,13,2,0,0,18,23
27700,AqWZYo=/QfbSEXcOoB,0.6521900078654652,46,132,84.45,31,19,1.8,0.48835443037974685,3.7721518987341773,9,32,33,45,21,1,12,1,1,9,6,4,4,0,23,9
27700,H]/8ktd8+R_mQBrV+>,0.6517860313876263,72,99,67.13,33,12,-11.99,0.619493670886076,3.0126582278481013,2,12,43,48,40,2,1,1,1,15,9,2,6,1,1,7
27800,0ivaB[m1)rc<7stvBB,1.8682983213296902,38,189,137.08,34,35,-10.55,0.16987341772151898,3.4683544303797467,15,37,20,34,45,1,0,1,1,4,3,6,6,1,9,9
27800,-6[St-P3QSwMED4bs:,1.4783614439214343,51,74,200.63,20,15,-17.15,0.11367088607594937,1.5316455696202531,10,28,48,8,30,2,12,1,1,8,6,2,1,1,25,6
27800,"NNX,`W_=DP,o,D+pD*",1.456729265244066,54,33,186.94,20,5,-7.97,0.7318987341772152,2.443037974683544,10,4,37,32,38,2,8,1,0,15,1,2,0,1,9,1
27800,"4.KJY_QG/YPL,8NW/d",1.3435842601966748,49,59,137.37,40,5,2.96,0.24481012658227844,1.2278481012658227,7,23,33,36,31,3,2,1,1,8,1,1,3,1,2,20
27800,ErWf(vO90YuA7[a//3,1.244149655081534,42,91,87.04,41,17,-1.6,0.5632911392405063,3.810126582278481,9,40,5,49,30,2,2,1,1,5,3,4,4,0,2,4
27800,3U[YHcqHCaPP5ND_NJ,1.2010710749246496,50,51,130.1,50,4,0.27,0.2260759493670886,2.708860759493671,10,32,23,39,47,3,8,1,1,9,3,3,2,1,13,11
27800,Va[A=cM3<Uv[4=Hi.B,1.0971572629264286,50,52,114.26,22,9,-2.35,0.8817721518987341,3.1645569620253164,10,17,17,39,29,2,6,1,1,11,3,2,2,1,2,9
27800,SAC^8RS_HfFY30/r=f,1.0941761539327737,65,26,86.29,100,2,7.99,0.8255696202531646,1.9493670886075949,6,35,14,29,32,4,9,1,0,11,2,1,1,1,7,20
27800,"QCW,dd0J7Qlc_PO\Ns",1.081760067251086,72,25,86.06,100,1,10.66,0.7881012658227848,2.0253164556962027,9,4,39,39,14,3,4,1,1,13,12,3,3,1,13,25
27800,C\Z5A*NR.d-^:5L;45,1.0079511531772725,54,46,78.09,66,6,-0.43,0.5258227848101266,2.9746835443037973,10,10,19,6,29,3,2,1,0,12,4,1,3,0,4,4
27800,1HKV3pS@)o/lC_.]jh,0.980614291528911,59,81,117.88,46,15,-4.77,0.18860759493670887,2.2151898734177218,7,30,11,46,32,2,0,1,0,15,6,4,0,1,22,21
27800,"H]e,4?(BHksl8_*WRS",0.962498801567814,57,42,123.04,25,8,0.04,0.619493670886076,3.0126582278481013,12,4,12,18,10,2,9,1,1,15,3,4,0,1,14,14
27800,PlW\d4K3?]lT:]-R7),0.9381918264202304,48,58,79.65,33,9,-4.26,0.769367088607595,3.5822784810126582,9,34,39,12,28,2,7,1,1,9,4,4,0,1,5,0
27800,D[`f/w[1/YvL+LX*NK,0.8918040747392765,43,151,135.32,25,24,-9.61,0.5445569620253164,2.9367088607594938,11,40,9,50,36,1,2,1,1,8,1,3,4,0,13,12
27800,)ZuoqXGOF_*l5`:WW6,0.8890756276004999,47,57,103.21,28,7,-4.9,0.038734177215189874,2.8987341772151898,15,45,47,32,26,3,9,1,0,15,3,4,1,1,15,5
27800,6lssCNrYYY2ZHg;HH2,0.8435933055664766,58,46,86.67,50,4,-1.26,0.28227848101265823,3.5822784810126582,14,48,20,27,47,3,14,1,0,11,7,5,1,0,11,3
27800,QnWW\0_Y3dB9.p)=r9,0.7963436336526543,62,56,53.19,50,6,-1.53,0.7881012658227848,3.6582278481012658,9,31,35,10,38,3,3,1,0,4,1,5,0,0,24,6
27800,"G`DK/jsW*k/M2q_4,e",0.7959153595701041,50,51,95.56,20,5,2.72,0.6007594936708861,3.1265822784810124,6,23,9,43,48,3,1,1,0,8,2,6,4,0,1,20
27800,FfU8Gn1AO^h\;fpaWe,0.7696278940948275,51,64,112.61,18,11,-4.95,0.5820253164556962,3.3544303797468356,9,12,23,45,15,2,11,1,1,11,4,5,5,1,15,20
27800,"PuSF5Ve2PiTL519Vs,",0.7691596788921221,51,68,81.61,37,8,1.19,0.769367088607595,3.9240506329113924,9,20,12,31,41,2,12,1,1,8,3,1,1,1,25,1
27800,B3q/f-?5?cLMFXP-j<,0.7479269868791678,22,44,219.93,6,15,-26.4,0.5070886075949367,1.4177215189873418,14,6,40,8,22,2,7,1,0,8,6,4,3,0,22,7
27800,FvuvIJ0GCkG@1bw+Td,0.7342253390262735,50,64,57.34,44,9,-0.6,0.5820253164556962,3.962025316455696,15,49,24,24,14,3,8,1,0,5,2,4,6,0,14,20
27800,"6<Jc56F8(lasB9,fjH",0.7141850926132755,44,49,138.68,28,7,-2.49,0.28227848101265823,1.759493670886076,7,38,12,13,25,2,0,1,1,16,6,1,0,1,22,11
27800,BhAnG:t:Eomc_kW[l),0.7115445868940415,65,49,103.79,28,7,-8.67,0.5070886075949367,3.430379746835443,5,45,23,15,48,2,8,1,1,13,12,5,4,1,22,0
27800,BS=5X.1TN`1UTV?avT,0.6859886565642813,57,42,81.4,50,4,7.28,0.5070886075949367,2.632911392405063,5,10,32,8,15,3,11,1,0,10,9,3,2,1,26,14
27800,",j=jo@e>P[)uMADAbe",0.6748393865162312,47,107,98.43,35,17,-4.12,0.0949367088607595,3.5063291139240507,5,42,45,19,41,2,12,1,0,17,8,2,2,0,19,20
27800,"N,FDS85DWT(maiS0v>",0.6679599969163653,29,94,120.77,10,20,-18.09,0.7318987341772152,1.1518987341772151,6,19,29,14,17,2,14,1,0,15,12,5,3,0,26,7
27800,S@k;5q4;fgOueA(9_m,0.6557779222719876,36,36,227.83,22,9,4.87,0.8255696202531646,1.9113924050632911,13,14,12,47,16,2,18,1,0,17,13,2,0,0,18,23
27800,AqWZYo=/QfbSEXcOoB,0.6521900078654652,46,132,84.45,31,19,1.8,0.48835443037974685,3.7721518987341773,9,32,33,45,21,1,12,1,1,9,6,4,4,0,23,9
27800,H]/8ktd8+R_mQBrV+>,0.6517860313876263,72,99,67.13,33,12,-11.99,0.619493670886076,3.0126582278481013,2,12,43,48,40,2,1,1,1,15,9,2,6,1,1,7
27900,0ivaB[m1)rc<7stvBB,1.8682983213296902,38,189,137.08,34,35,-10.55,0.16987341772151898,3.4683544303797467,15,37,20,34,45,1,0,1,1,4,3,6,6,1,9,9
27900,-6[St-P3QSwMED4bs:,1.4783614439214343,51,74,200.63,20,15,-17.15,0.11367088607594937,1.5316455696202531,10,28,48,8,30,2,12,1,1,8,6,2,1,1,25,6
27900,"NNX,`W_=DP,o,D+pD*",1.456729265244066,54,33,186.94,20,5,-7.97,0.7318987341772152,2.443037974683544,10,4,37,32,38,2,8,1,0,15,1,2,0,1,9,1
27900,"4.KJY_QG/YPL,8NW/d",1.3435842601966748,49,59,137.37,40,5,2.96,0.24481012658227844,1.2278481012658227,7,23,33,36,31,3,2,1,1,8,1,1,3,1,2,20
27900,ErWf(vO90YuA7[a//3,1.244149655081534,42,91,87.04,41,17,-1.6,0.5632911392405063,3.810126582278481,9,40,5,49,30,2,2,1,1,5,3,4,4,0,2,4
27900,3U[YHcqHCaPP5ND_NJ,1.2010710749246496,50,51,130.1,50,4,0.27,0.2260759493670886,2.708860759493671,10,32,23,39,47,3,8,1,1,9,3,3,2,1,13,11
27900,Va[A=cM3<Uv[4=Hi.B,1.0971572629264286,50,52,114.26,22,9,-2.35,0.8817721518987341,3.1645569620253164,10,17,17,39,29,2,6,1,1,11,3,2,2,1,2,9
27900,SAC^8RS_HfFY30/r=f,1.0941761539327737,65,26,86.29,100,2,7.99,0.8255696202531646,1.9493670886075949,6,35,14,29,32,4,9,1,0,11,2,1,1,1,7,20
27900,"QCW,dd0J7Qlc_PO\Ns",1.081760067251086,72,25,86.06,100,1,10.66,0.7881012658227848,2.0253164556962027,9,4,39,39,14,3,4,1,1,13,12,3,3,1,13,25
27900,C\Z5A*NR.d-^:5L;45,1.0079511531772725,54,46,78.09,66,6,-0.43,0.5258227848101266,2.9746835443037973,10,10,19,6,29,3,2,1,0,12,4,1,3,0,4,4
27900,1HKV3pS@)o/lC_.]jh,0.980614291528911,59,81,117.88,46,15,-4.77,0.18860759493670887,2.2151898734177218,7,30,11,46,32,2,0,1,0,15,6,4,0,1,22,21
27900,"H]e,4?(BHksl8_*WRS",0.962498801567814,57,42,123.04,25,8,0.04,0.619493670886076,3.0126582278481013,12,4,12,18,10,2,9,1,1,15,3,4,0,1,14,14
27900,PlW\d4K3?]lT:]-R7),0.9381918264202304,48,58,79.65,33,9,-4.26,0.769367088607595,3.5822784810126582,9,34,39,12,28,2,7,1,1,9,4,4,0,1,5,0
27900,D[`f/w[1/YvL+LX*NK,0.8918040747392765,43,151,135.32,25,24,-9.61,0.5445569620253164,2.9367088607594938,11,40,9,50,36,1,2,1,1,8,1,3,4,0,13,12
27900,)ZuoqXGOF_*l5`:WW6,0.8890756276004999,47,57,103.21,28,7,-4.9,0.038734177215189874,2.8987341772151898,15,45,47,32,26,3,9,1,0,15,3,4,1,1,15,5
